方向,日期,時間,當量總和,雨量,星期
往北,2016-04-04,03:00:00,378.684211731,0.0,Mon
往北,2016-04-04,04:00:00,263.0,0.0,Mon
往北,2016-04-04,05:00:00,355.0,0.0,Mon
往北,2016-04-04,06:00:00,551.0,0.0,Mon
往北,2016-04-04,07:00:00,1045.5,0.0,Mon
往北,2016-04-04,08:00:00,1764.63557434,0.0,Mon
往北,2016-04-04,09:00:00,1963.28947449,0.0,Mon
往北,2016-04-04,10:00:00,2696.0,0.0,Mon
往北,2016-04-04,11:00:00,3216.0,0.0,Mon
往北,2016-04-04,12:00:00,3718.5,0.0,Mon
往北,2016-04-04,13:00:00,3622.3793335,0.0,Mon
往北,2016-04-04,14:00:00,4085.00848389,0.0,Mon
往北,2016-04-04,15:00:00,4578.35055542,0.0,Mon
往北,2016-04-04,16:00:00,4691.0,0.0,Mon
往北,2016-04-04,17:00:00,4340.0,0.0,Mon
往北,2016-04-04,18:00:00,4206.15385437,0.0,Mon
往北,2016-04-04,19:00:00,3783.5,0.0,Mon
往北,2016-04-04,20:00:00,3284.30496216,0.0,Mon
往北,2016-04-04,21:00:00,3292.64651489,0.0,Mon
往北,2016-04-04,22:00:00,3087.0,0.0,Mon
往北,2016-04-04,23:00:00,2138.5,0.0,Mon
往北,2016-04-05,00:00:00,1403.5,0.0,Tue
往北,2016-04-05,01:00:00,944.5,0.0,Tue
往北,2016-04-05,02:00:00,676.923736572,0.0,Tue
往北,2016-04-05,03:00:00,546.052631378,0.0,Tue
往北,2016-04-05,04:00:00,395.5,0.0,Tue
往北,2016-04-05,05:00:00,362.0,0.0,Tue
往北,2016-04-05,06:00:00,505.0,0.0,Tue
往北,2016-04-05,07:00:00,1077.5,0.0,Tue
往北,2016-04-05,08:00:00,1857.63557434,0.0,Tue
往北,2016-04-05,09:00:00,2322.1842041,0.0,Tue
往北,2016-04-05,10:00:00,3174.5,0.0,Tue
往北,2016-04-05,11:00:00,3795.0,0.0,Tue
往北,2016-04-05,12:00:00,4526.0,0.0,Tue
往北,2016-04-05,13:00:00,4213.79315186,0.0,Tue
往北,2016-04-05,14:00:00,4351.54229736,0.0,Tue
往北,2016-04-05,15:00:00,4890.60533142,0.0,Tue
往北,2016-04-05,16:00:00,5037.0,0.0,Tue
往北,2016-04-05,17:00:00,4335.5,0.0,Tue
往北,2016-04-05,18:00:00,4184.5,0.0,Tue
往北,2016-04-05,19:00:00,3857.0,0.0,Tue
往北,2016-04-05,20:00:00,3301.01681519,0.0,Tue
往北,2016-04-05,21:00:00,3087.39471436,0.0,Tue
往北,2016-04-05,22:00:00,3074.5,0.0,Tue
往北,2016-04-05,23:00:00,1976.0,0.0,Tue
往北,2016-04-06,00:00:00,1092.0,0.0,Wed
往北,2016-04-06,01:00:00,642.0,0.0,Wed
往北,2016-04-06,02:00:00,420.305084229,0.0,Wed
往北,2016-04-06,03:00:00,250.736843109,0.0,Wed
往北,2016-04-06,04:00:00,179.0,0.0,Wed
往北,2016-04-06,05:00:00,270.0,0.0,Wed
往北,2016-04-06,06:00:00,637.5,0.0,Wed
往北,2016-04-06,07:00:00,1018.99996567,0.0,Wed
往北,2016-04-06,10:00:00,7150.92828369,0.0,Wed
往北,2016-04-06,11:00:00,5326.5,0.0,Wed
往北,2016-04-06,12:00:00,4918.5,0.0,Wed
往北,2016-04-06,13:00:00,4664.85742188,0.0,Wed
往北,2016-04-06,14:00:00,5374.0,0.0,Wed
往北,2016-04-06,15:00:00,5748.29312134,0.0,Wed
往北,2016-04-06,16:00:00,5508.5,0.0,Wed
往北,2016-04-06,17:00:00,5743.5,0.0,Wed
往北,2016-04-06,18:00:00,6239.5,0.0,Wed
往北,2016-04-06,19:00:00,6206.0,0.0,Wed
往北,2016-04-06,20:00:00,4870.5,0.0,Wed
往北,2016-04-06,21:00:00,3722.5,0.0,Wed
往北,2016-04-06,22:00:00,3235.5,0.0,Wed
往北,2016-04-06,23:00:00,2212.5,0.0,Wed
往北,2016-04-07,07:00:00,2224.02130127,0.0,Thu
往北,2016-04-07,08:00:00,6169.0,0.0,Thu
往北,2016-04-07,09:00:00,7037.0,0.0,Thu
往北,2016-04-07,10:00:00,7584.72033691,0.0,Thu
往北,2016-04-07,11:00:00,5869.5,0.0,Thu
往北,2016-04-07,12:00:00,5613.0,0.0,Thu
往北,2016-04-07,13:00:00,5469.03955078,0.0,Thu
往北,2016-04-07,14:00:00,6065.5,0.0,Thu
往北,2016-04-07,15:00:00,5934.56896973,0.0,Thu
往北,2016-04-07,16:00:00,6975.85336304,0.0,Thu
往北,2016-04-07,17:00:00,6303.0,0.0,Thu
往北,2016-04-07,18:00:00,7588.91836548,0.0,Thu
往北,2016-04-08,00:00:00,1329.80188751,0.0,Fri
往北,2016-04-08,01:00:00,736.694908142,0.0,Fri
往北,2016-04-08,02:00:00,464.775863647,0.0,Fri
往北,2016-04-08,03:00:00,338.0,0.0,Fri
往北,2016-04-08,04:00:00,229.355932236,0.0,Fri
往北,2016-04-08,05:00:00,290.0,0.0,Fri
往北,2016-04-08,06:00:00,523.5,0.0,Fri
往北,2016-04-08,07:00:00,1809.0,0.0,Fri
往北,2016-04-08,08:00:00,6020.63793945,0.0,Fri
往北,2016-04-08,09:00:00,7372.5,0.0,Fri
往北,2016-04-08,10:00:00,7018.97454834,0.0,Fri
往北,2016-04-08,11:00:00,5953.0,0.0,Fri
往北,2016-04-08,12:00:00,5670.0,0.0,Fri
往北,2016-04-08,13:00:00,5469.43109131,0.0,Fri
往北,2016-04-08,14:00:00,5873.34695435,0.0,Fri
往北,2016-04-08,15:00:00,6188.36209106,0.0,Fri
往北,2016-04-08,16:00:00,6204.3135376,0.0,Fri
往北,2016-04-08,17:00:00,6207.0,0.0,Fri
往北,2016-04-08,18:00:00,6307.0,0.0,Fri
往北,2016-04-08,19:00:00,6277.5,0.0,Fri
往北,2016-04-08,20:00:00,5579.5,0.0,Fri
往北,2016-04-08,21:00:00,4302.26271057,0.0,Fri
往北,2016-04-08,22:00:00,3819.0,0.0,Fri
往北,2016-04-08,23:00:00,3007.80508423,0.0,Fri
往北,2016-04-09,00:00:00,1723.5,0.0,Sat
往北,2016-04-09,01:00:00,1164.38983154,0.0,Sat
往北,2016-04-09,02:00:00,693.0,0.0,Sat
往北,2016-04-09,03:00:00,533.999996185,0.0,Sat
往北,2016-04-10,20:00:00,3462.57894897,10.0,Sun
往北,2016-04-10,21:00:00,3445.0,10.0,Sun
往北,2016-04-10,22:00:00,3159.5,10.0,Sun
往北,2016-04-10,23:00:00,1875.5,10.0,Sun
往北,2016-04-11,00:00:00,1165.5,0.0,Mon
往北,2016-04-11,01:00:00,738.038516998,0.0,Mon
往北,2016-04-11,02:00:00,390.0,0.0,Mon
往北,2016-04-11,03:00:00,315.642860413,0.0,Mon
往北,2016-04-11,04:00:00,207.5,0.0,Mon
往北,2016-04-11,05:00:00,277.5,0.0,Mon
往北,2016-04-11,06:00:00,537.0,0.0,Mon
往北,2016-04-11,07:00:00,2648.5,0.0,Mon
往北,2016-04-11,08:00:00,6814.5,0.0,Mon
往北,2016-04-11,09:00:00,7004.0,0.0,Mon
往北,2016-04-11,10:00:00,7374.5,0.0,Mon
往北,2016-04-11,11:00:00,5185.0,0.0,Mon
往北,2016-04-11,12:00:00,4937.0,0.0,Mon
往北,2016-04-11,13:00:00,4655.5,0.0,Mon
往北,2016-04-11,14:00:00,5267.5,0.0,Mon
往北,2016-04-11,15:00:00,5922.25863647,0.0,Mon
往北,2016-04-11,16:00:00,5516.5,0.0,Mon
往北,2016-04-11,17:00:00,5471.5,0.0,Mon
往北,2016-04-11,18:00:00,5775.16101074,0.0,Mon
往北,2016-04-11,19:00:00,5786.0,0.0,Mon
往北,2016-04-11,20:00:00,4648.0,0.0,Mon
往北,2016-04-11,21:00:00,3586.77420044,0.0,Mon
往北,2016-04-12,15:00:00,5988.49998474,36.0,Tue
往北,2016-04-12,16:00:00,5824.0,36.0,Tue
往北,2016-04-12,17:00:00,5594.0,36.0,Tue
往北,2016-04-12,18:00:00,5946.0,36.0,Tue
往北,2016-04-12,19:00:00,5812.0,36.0,Tue
往北,2016-04-12,20:00:00,4773.08473206,36.0,Tue
往北,2016-04-12,21:00:00,3615.0,36.0,Tue
往北,2016-04-12,22:00:00,3223.38461304,36.0,Tue
往北,2016-04-13,17:00:00,5786.0,8.5,Wed
往北,2016-04-13,18:00:00,5997.0,8.5,Wed
往北,2016-04-13,19:00:00,6813.5,8.5,Wed
往北,2016-04-13,20:00:00,5390.89831543,8.5,Wed
往北,2016-04-13,21:00:00,3547.5,8.5,Wed
往北,2016-04-13,22:00:00,3296.0,8.5,Wed
往北,2016-04-13,23:00:00,2231.5,8.5,Wed
往北,2016-04-14,00:00:00,1184.0,34.3,Thu
往北,2016-04-14,01:00:00,733.60344696,34.3,Thu
往北,2016-04-14,02:00:00,462.5,34.3,Thu
往北,2016-04-14,03:00:00,311.820863724,34.3,Thu
往北,2016-04-14,04:00:00,222.5,34.3,Thu
往北,2016-04-14,05:00:00,260.5,34.3,Thu
往北,2016-04-14,06:00:00,556.735294342,34.3,Thu
往北,2016-04-14,14:00:00,5781.75863647,34.3,Thu
往北,2016-04-14,15:00:00,6131.23529053,34.3,Thu
往北,2016-04-14,16:00:00,5706.125,34.3,Thu
往北,2016-04-14,17:00:00,5701.0,34.3,Thu
往北,2016-04-14,18:00:00,5943.30377197,34.3,Thu
往北,2016-04-14,19:00:00,6323.5,34.3,Thu
往北,2016-04-14,20:00:00,5198.0,34.3,Thu
往北,2016-04-14,21:00:00,3631.5,34.3,Thu
往北,2016-04-14,22:00:00,3438.0,34.3,Thu
往北,2016-04-14,23:00:00,2241.30004883,34.3,Thu
往北,2016-04-15,00:00:00,1308.69334412,3.8,Fri
往北,2016-04-15,01:00:00,801.0677948,3.8,Fri
往北,2016-04-15,02:00:00,482.0,3.8,Fri
往北,2016-04-15,03:00:00,308.83385849,3.8,Fri
往北,2016-04-15,04:00:00,289.5,3.8,Fri
往北,2016-04-15,05:00:00,287.636360168,3.8,Fri
往北,2016-04-15,16:00:00,6107.46551514,3.8,Fri
往北,2016-04-15,17:00:00,6100.66665649,3.8,Fri
往北,2016-04-15,18:00:00,6392.71411133,3.8,Fri
往北,2016-04-15,19:00:00,6882.49996948,3.8,Fri
往北,2016-04-15,21:00:00,3703.28274536,3.8,Fri
往北,2016-04-15,22:00:00,3798.0,3.8,Fri
往北,2016-04-15,23:00:00,2877.5,3.8,Fri
往北,2016-04-16,00:00:00,1677.0,68.8,Sat
往北,2016-04-16,01:00:00,1092.87287903,68.8,Sat
往北,2016-04-16,02:00:00,645.249996185,68.8,Sat
往北,2016-04-16,17:00:00,4721.79411316,68.8,Sat
往北,2016-04-16,18:00:00,5109.42849731,68.8,Sat
往北,2016-04-16,19:00:00,4967.0,68.8,Sat
往北,2016-04-16,20:00:00,3726.97367859,68.8,Sat
往北,2016-04-16,21:00:00,3511.0,68.8,Sat
往北,2016-04-16,22:00:00,3682.0,68.8,Sat
往北,2016-04-16,23:00:00,2978.5,68.8,Sat
往北,2016-04-17,00:00:00,1786.07138062,0.0,Sun
往北,2016-04-17,01:00:00,1066.0,0.0,Sun
往北,2016-04-17,02:00:00,709.0,0.0,Sun
往北,2016-04-17,03:00:00,477.068969727,0.0,Sun
往北,2016-04-17,04:00:00,411.735294342,0.0,Sun
往北,2016-04-17,09:00:00,2436.57142639,0.0,Sun
往北,2016-04-17,10:00:00,2934.5,0.0,Sun
往北,2016-04-17,11:00:00,3685.21427917,0.0,Sun
往北,2016-04-17,12:00:00,4713.80430603,0.0,Sun
往北,2016-04-17,13:00:00,4304.81817627,0.0,Sun
往北,2016-04-17,14:00:00,4191.5,0.0,Sun
往北,2016-04-17,15:00:00,4751.66101456,0.0,Sun
往北,2016-04-17,16:00:00,4957.15254211,0.0,Sun
往北,2016-04-17,17:00:00,4435.6355896,0.0,Sun
往北,2016-04-17,18:00:00,5013.6784668,0.0,Sun
往北,2016-04-17,19:00:00,4316.0,0.0,Sun
往北,2016-04-17,20:00:00,3624.0,0.0,Sun
往北,2016-04-17,21:00:00,3554.67442322,0.0,Sun
往北,2016-04-20,20:00:00,3859.66960144,44.7,Wed
往北,2016-04-21,14:00:00,5388.93605042,0.0,Thu
往北,2016-04-21,16:00:00,5553.53442383,0.0,Thu
往北,2016-04-22,02:00:00,478.357759476,0.0,Fri
往北,2016-04-22,03:00:00,290.0,0.0,Fri
往北,2016-04-22,04:00:00,256.135593414,0.0,Fri
往北,2016-04-22,05:00:00,310.842105865,0.0,Fri
往北,2016-04-22,06:00:00,610.476379395,0.0,Fri
往北,2016-04-22,07:00:00,1854.21185303,0.0,Fri
往北,2016-04-22,08:00:00,6043.73728943,0.0,Fri
往北,2016-04-22,09:00:00,7283.5,0.0,Fri
往北,2016-04-22,10:00:00,6897.81069946,0.0,Fri
往北,2016-04-22,11:00:00,5604.73773193,0.0,Fri
往北,2016-04-22,12:00:00,5707.40686035,0.0,Fri
往北,2016-04-22,13:00:00,5563.13555908,0.0,Fri
往北,2016-04-22,14:00:00,5764.03448486,0.0,Fri
往北,2016-04-22,15:00:00,6212.5,0.0,Fri
往北,2016-04-22,16:00:00,5811.24139404,0.0,Fri
往北,2016-04-22,17:00:00,5936.77587891,0.0,Fri
往北,2016-04-22,18:00:00,5928.66195679,0.0,Fri
往北,2016-04-22,19:00:00,6509.34466553,0.0,Fri
往北,2016-04-22,20:00:00,4862.77587891,0.0,Fri
往北,2016-04-22,21:00:00,4089.0,0.0,Fri
往北,2016-04-22,22:00:00,3806.81034851,0.0,Fri
往北,2016-04-22,23:00:00,2780.02358246,0.0,Fri
往北,2016-04-23,00:00:00,1599.88135529,0.0,Sat
往北,2016-04-23,01:00:00,956.0,0.0,Sat
往北,2016-04-23,02:00:00,799.172412872,0.0,Sat
往北,2016-04-23,03:00:00,504.500003815,0.0,Sat
往北,2016-04-23,04:00:00,423.169490814,0.0,Sat
往北,2016-04-23,05:00:00,473.315788269,0.0,Sat
往北,2016-04-23,06:00:00,638.293104172,0.0,Sat
往北,2016-04-23,07:00:00,1444.5,0.0,Sat
往北,2016-04-23,08:00:00,2654.18421173,0.0,Sat
往北,2016-04-23,09:00:00,3460.0,0.0,Sat
往北,2016-04-23,10:00:00,4120.44827271,0.0,Sat
往北,2016-04-23,11:00:00,4400.5,0.0,Sat
往北,2016-04-23,12:00:00,4862.22413635,0.0,Sat
往北,2016-04-23,13:00:00,4605.22875977,0.0,Sat
往北,2016-04-23,14:00:00,4566.03388977,0.0,Sat
往北,2016-04-23,15:00:00,4700.5,0.0,Sat
往北,2016-04-23,16:00:00,4888.17242432,0.0,Sat
往北,2016-04-23,17:00:00,4572.02542114,0.0,Sat
往北,2016-04-23,18:00:00,5629.9322052,0.0,Sat
往北,2016-04-23,19:00:00,4608.0,0.0,Sat
往北,2016-04-23,20:00:00,3737.64405823,0.0,Sat
往北,2016-04-23,21:00:00,3450.0,0.0,Sat
往北,2016-04-23,22:00:00,3645.61016846,0.0,Sat
往北,2016-04-23,23:00:00,2792.0,0.0,Sat
往北,2016-04-24,00:00:00,1709.65254211,3.1,Sun
往北,2016-04-24,01:00:00,1008.4999218,3.1,Sun
往北,2016-04-24,02:00:00,619.737287521,3.1,Sun
往北,2016-04-24,03:00:00,417.5,3.1,Sun
往北,2016-04-24,04:00:00,397.618643761,3.1,Sun
往北,2016-04-24,05:00:00,433.669487,3.1,Sun
往北,2016-04-24,06:00:00,584.928571701,3.1,Sun
往北,2016-04-24,07:00:00,899.0,3.1,Sun
往北,2016-04-24,08:00:00,1592.5263176,3.1,Sun
往北,2016-04-24,09:00:00,2704.0,3.1,Sun
往北,2016-04-24,10:00:00,3046.72414398,3.1,Sun
往北,2016-04-24,11:00:00,3537.5,3.1,Sun
往北,2016-04-24,12:00:00,4554.12068939,3.1,Sun
往北,2016-04-24,13:00:00,4072.5,3.1,Sun
往北,2016-04-24,14:00:00,4275.9067688,3.1,Sun
往北,2016-04-24,15:00:00,4664.0,3.1,Sun
往北,2016-04-24,16:00:00,4700.20030212,3.1,Sun
往北,2016-04-24,17:00:00,4664.78642273,3.1,Sun
往北,2016-04-24,18:00:00,4969.33050537,3.1,Sun
往北,2016-04-24,19:00:00,4474.0,3.1,Sun
往北,2016-04-24,20:00:00,3563.89655304,3.1,Sun
往北,2016-04-24,21:00:00,3483.5,3.1,Sun
往北,2016-04-24,22:00:00,3409.55172729,3.1,Sun
往北,2016-04-24,23:00:00,2095.0,3.1,Sun
往北,2016-04-25,00:00:00,1190.96610069,82.5,Mon
往北,2016-04-25,01:00:00,665.5,82.5,Mon
往北,2016-04-25,02:00:00,394.144067764,82.5,Mon
往北,2016-04-25,03:00:00,295.406778336,82.5,Mon
往北,2016-04-25,04:00:00,221.851278305,82.5,Mon
往北,2016-04-25,05:00:00,261.316475868,82.5,Mon
往北,2016-04-25,06:00:00,658.894737244,82.5,Mon
往北,2016-04-25,07:00:00,2399.5,82.5,Mon
往北,2016-04-25,08:00:00,7916.67855835,82.5,Mon
往北,2016-04-25,09:00:00,9449.5,82.5,Mon
往北,2016-04-25,10:00:00,8091.72413635,82.5,Mon
往北,2016-04-25,11:00:00,5407.5,82.5,Mon
往北,2016-04-25,12:00:00,5258.77966309,82.5,Mon
往北,2016-04-25,13:00:00,5114.0,82.5,Mon
往北,2016-04-25,14:00:00,5723.59321594,82.5,Mon
往北,2016-04-25,15:00:00,6095.0,82.5,Mon
往北,2016-04-25,16:00:00,5407.20375061,82.5,Mon
往北,2016-04-25,17:00:00,5998.04971313,82.5,Mon
往北,2016-04-25,18:00:00,6717.0,82.5,Mon
往北,2016-04-25,19:00:00,7351.0,82.5,Mon
往北,2016-04-25,20:00:00,5362.48275757,82.5,Mon
往北,2016-04-25,21:00:00,3596.0,82.5,Mon
往北,2016-04-25,22:00:00,3227.82203674,82.5,Mon
往北,2016-04-25,23:00:00,2086.0,82.5,Mon
往北,2016-04-26,00:00:00,1271.45335007,21.7,Tue
往北,2016-04-26,01:00:00,528.001571655,21.7,Tue
往北,2016-04-26,02:00:00,457.120689392,21.7,Tue
往北,2016-04-26,03:00:00,289.5,21.7,Tue
往北,2016-04-26,04:00:00,215.672413826,21.7,Tue
往北,2016-04-26,05:00:00,273.344829559,21.7,Tue
往北,2016-04-26,06:00:00,603.214284897,21.7,Tue
往北,2016-04-26,07:00:00,2117.5,21.7,Tue
往北,2016-04-26,08:00:00,6385.7711792,21.7,Tue
往北,2016-04-26,09:00:00,7143.0,21.7,Tue
往北,2016-04-26,10:00:00,6478.24137878,21.7,Tue
往北,2016-04-26,11:00:00,5866.0,21.7,Tue
往北,2016-04-26,12:00:00,5105.94915771,21.7,Tue
往北,2016-04-26,13:00:00,4849.5,21.7,Tue
往北,2016-04-26,14:00:00,5703.07827759,21.7,Tue
往北,2016-04-26,15:00:00,5878.47897339,21.7,Tue
往北,2016-04-26,16:00:00,5519.96351624,21.7,Tue
往北,2016-04-26,17:00:00,5707.0,21.7,Tue
往北,2016-04-26,18:00:00,6066.5423584,21.7,Tue
往北,2016-04-26,19:00:00,6417.36358643,21.7,Tue
往北,2016-04-26,20:00:00,4956.67956543,21.7,Tue
往北,2016-04-26,21:00:00,3624.14768982,21.7,Tue
往北,2016-04-26,22:00:00,3250.37287903,21.7,Tue
往北,2016-04-26,23:00:00,2166.0,21.7,Tue
往北,2016-04-27,00:00:00,1213.84392548,48.3,Wed
往北,2016-04-27,01:00:00,684.923072815,48.3,Wed
往北,2016-04-27,02:00:00,394.237287521,48.3,Wed
往北,2016-04-27,03:00:00,269.82667923,48.3,Wed
往北,2016-04-27,04:00:00,195.188678741,48.3,Wed
往北,2016-04-27,05:00:00,239.05172348,48.3,Wed
往北,2016-04-27,07:00:00,2038.99998474,48.3,Wed
往北,2016-04-28,05:00:00,313.727272034,0.0,Thu
往北,2016-04-28,06:00:00,610.892856598,0.0,Thu
往北,2016-04-28,07:00:00,2168.0,0.0,Thu
往北,2016-04-28,08:00:00,6143.11538696,0.0,Thu
往北,2016-04-28,09:00:00,7075.5,0.0,Thu
往北,2016-04-28,10:00:00,7077.7137146,0.0,Thu
往北,2016-04-28,11:00:00,5289.5120697,0.0,Thu
往北,2016-04-28,12:00:00,5638.11558533,0.0,Thu
往北,2016-04-28,13:00:00,5256.0,0.0,Thu
往北,2016-04-28,14:00:00,5914.75488281,0.0,Thu
往北,2016-04-28,15:00:00,5983.5,0.0,Thu
往北,2016-04-28,16:00:00,5943.75863647,0.0,Thu
往北,2016-04-28,17:00:00,5577.53448486,0.0,Thu
往北,2016-04-28,18:00:00,6101.84484863,0.0,Thu
往北,2016-04-28,19:00:00,6365.0,0.0,Thu
往北,2016-04-28,20:00:00,5052.22415161,0.0,Thu
往北,2016-04-28,21:00:00,3813.5,0.0,Thu
往北,2016-04-28,22:00:00,3462.61016846,0.0,Thu
往北,2016-04-28,23:00:00,2414.0,0.0,Thu
往北,2016-04-29,00:00:00,1435.94827652,0.0,Fri
往北,2016-04-29,01:00:00,762.857131958,0.0,Fri
往北,2016-04-29,02:00:00,520.689655304,0.0,Fri
往北,2016-04-29,03:00:00,328.0,0.0,Fri
往北,2016-04-29,04:00:00,240.241379738,0.0,Fri
往北,2016-04-29,05:00:00,310.55172348,0.0,Fri
往北,2016-04-29,06:00:00,584.068965912,0.0,Fri
往北,2016-04-29,07:00:00,2075.5,0.0,Fri
往北,2016-04-29,08:00:00,6261.92855835,0.0,Fri
往北,2016-04-29,09:00:00,7016.0,0.0,Fri
往北,2016-04-29,10:00:00,6577.54769897,0.0,Fri
往北,2016-04-29,11:00:00,5557.2651062,0.0,Fri
往北,2016-04-29,12:00:00,5781.97344971,0.0,Fri
往北,2016-04-29,13:00:00,5338.87115479,0.0,Fri
往北,2016-04-29,14:00:00,6034.86940002,0.0,Fri
往北,2016-04-29,15:00:00,6142.5,0.0,Fri
往北,2016-04-29,16:00:00,6071.32485962,0.0,Fri
往北,2016-04-29,17:00:00,6367.99946594,0.0,Fri
往北,2016-04-29,18:00:00,6927.49356079,0.0,Fri
往北,2016-04-29,19:00:00,7244.52246094,0.0,Fri
往北,2016-04-29,20:00:00,5042.32659912,0.0,Fri
往北,2016-04-29,21:00:00,4262.30004883,0.0,Fri
往北,2016-04-29,22:00:00,4398.80383301,0.0,Fri
往北,2016-04-29,23:00:00,2764.44026184,0.0,Fri
往北,2016-04-30,00:00:00,1789.12068939,0.6,Sat
往北,2016-04-30,01:00:00,1178.46043015,0.6,Sat
往北,2016-04-30,02:00:00,614.970451355,0.6,Sat
往北,2016-04-30,03:00:00,496.5,0.6,Sat
往北,2016-04-30,04:00:00,422.327586174,0.6,Sat
往北,2016-04-30,05:00:00,485.5,0.6,Sat
往北,2016-04-30,06:00:00,774.586208344,0.6,Sat
往北,2016-04-30,07:00:00,1526.0,0.6,Sat
往北,2016-04-30,08:00:00,2614.6818161,0.6,Sat
往北,2016-04-30,09:00:00,3671.5,0.6,Sat
往北,2016-04-30,10:00:00,4054.41525269,0.6,Sat
往北,2016-04-30,11:00:00,4594.33375549,0.6,Sat
往北,2016-04-30,12:00:00,5710.55961609,0.6,Sat
往北,2016-04-30,13:00:00,4860.5,0.6,Sat
往北,2016-04-30,14:00:00,4524.98596191,0.6,Sat
往北,2016-04-30,15:00:00,4932.0,0.6,Sat
往北,2016-04-30,16:00:00,4945.19335938,0.6,Sat
往北,2016-04-30,17:00:00,5507.20427704,0.6,Sat
往北,2016-04-30,18:00:00,6110.32759094,0.6,Sat
往北,2016-04-30,19:00:00,5694.5,0.6,Sat
往北,2016-04-30,20:00:00,4025.75144958,0.6,Sat
往北,2016-04-30,21:00:00,3650.14177704,0.6,Sat
往北,2016-04-30,22:00:00,3943.936203,0.6,Sat
往北,2016-04-30,23:00:00,3100.125,0.6,Sat
往北,2016-05-01,00:00:00,1758.99987793,3.0,Sun
往北,2016-05-01,01:00:00,926.289447784,3.0,Sun
往北,2016-05-01,02:00:00,673.120689392,3.0,Sun
往北,2016-05-01,03:00:00,489.0,3.0,Sun
往北,2016-05-01,04:00:00,441.741379738,3.0,Sun
往北,2016-05-01,05:00:00,382.5,3.0,Sun
往北,2016-05-01,06:00:00,472.694914818,3.0,Sun
往北,2016-05-01,07:00:00,1019.00000191,3.0,Sun
往北,2016-05-01,08:00:00,2034.75510406,3.0,Sun
往北,2016-05-01,09:00:00,2398.10713959,3.0,Sun
往北,2016-05-01,10:00:00,3047.89655304,3.0,Sun
往北,2016-05-01,11:00:00,3704.31578827,3.0,Sun
往北,2016-05-01,12:00:00,4713.46551514,3.0,Sun
往北,2016-05-01,13:00:00,4167.0,3.0,Sun
往北,2016-05-01,14:00:00,4294.81092834,3.0,Sun
往北,2016-05-01,15:00:00,4764.5,3.0,Sun
往北,2016-05-01,16:00:00,4982.63816833,3.0,Sun
往北,2016-05-01,17:00:00,5057.22039795,3.0,Sun
往北,2016-05-01,18:00:00,4941.74137878,3.0,Sun
往北,2016-05-01,19:00:00,4386.5,3.0,Sun
往北,2016-05-01,20:00:00,3927.32759094,3.0,Sun
往北,2016-05-01,21:00:00,3726.5,3.0,Sun
往北,2016-05-01,22:00:00,3682.96552277,3.0,Sun
往北,2016-05-01,23:00:00,2597.5,3.0,Sun
往北,2016-05-02,00:00:00,1557.5220108,0.0,Mon
往北,2016-05-02,01:00:00,882.314146042,0.0,Mon
往北,2016-05-02,02:00:00,566.655164719,0.0,Mon
往北,2016-05-02,05:00:00,319.214286804,0.0,Mon
往北,2016-05-02,06:00:00,553.534482956,0.0,Mon
往北,2016-05-02,07:00:00,2065.3103447,0.0,Mon
往北,2016-05-02,08:00:00,4338.59503174,0.0,Mon
