20160411,主要幹道,民權東路,行愛路-瑞光路,往西,上午尖峰,2033.0,1,0
20160411,主要幹道,民權東路,行愛路-瑞光路,往西,下午尖峰,2099.90677966,1,0
20160411,主要幹道,民權東路,行愛路-瑞光路,往西,全日時段,14582.8617767,1,0
20160411,主要幹道,民權東路,行愛路-瑞光路,往東,上午尖峰,3773.5,1,0
20160411,主要幹道,民權東路,行愛路-瑞光路,往東,下午尖峰,3743.0,1,0
20160411,主要幹道,民權東路,行愛路-瑞光路,往東,全日時段,26131.5677966,1,0
20160411,主要幹道,堤頂大道,內湖路-樂群二路,往北,上午尖峰,759.5,1,0
20160411,主要幹道,堤頂大道,內湖路-樂群二路,往北,下午尖峰,1139.0,1,0
20160411,主要幹道,堤頂大道,內湖路-樂群二路,往北,全日時段,5765.0,1,0
20160411,主要幹道,堤頂大道,內湖路-樂群二路,往南,上午尖峰,1200.5,1,0
20160411,主要幹道,堤頂大道,內湖路-樂群二路,往南,下午尖峰,650.5,1,0
20160411,主要幹道,堤頂大道,內湖路-樂群二路,往南,全日時段,5101.5,1,0
20160411,主要幹道,堤頂大道,樂群二路-基湖路,往北,上午尖峰,1163.0,1,0
20160411,主要幹道,堤頂大道,樂群二路-基湖路,往北,下午尖峰,1579.5,1,0
20160411,主要幹道,堤頂大道,樂群二路-基湖路,往北,全日時段,8176.0,1,0
20160411,主要幹道,堤頂大道,樂群二路-基湖路,往南,上午尖峰,1139.0,1,0
20160411,主要幹道,堤頂大道,樂群二路-基湖路,往南,下午尖峰,743.118644068,1,0
20160411,主要幹道,堤頂大道,樂群二路-基湖路,往南,全日時段,6852.5,1,0
20160411,主要幹道,堤頂大道,樂群一路-港墘路,往北,上午尖峰,2528.5,1,0
20160411,主要幹道,堤頂大道,樂群一路-港墘路,往北,下午尖峰,2786.5,1,0
20160411,主要幹道,堤頂大道,樂群一路-港墘路,往北,全日時段,15264.0,1,0
20160411,主要幹道,堤頂大道,樂群一路-港墘路,往南,上午尖峰,2216.5,1,0
20160411,主要幹道,堤頂大道,樂群一路-港墘路,往南,下午尖峰,2639.0,1,0
20160411,主要幹道,堤頂大道,樂群一路-港墘路,往南,全日時段,14109.5,1,0
20160411,主要幹道,堤頂大道,港墘路-中山高,往北,上午尖峰,4583.5,1,0
20160411,主要幹道,堤頂大道,港墘路-中山高,往北,下午尖峰,3240.0,1,0
20160411,主要幹道,堤頂大道,港墘路-中山高,往北,全日時段,20744.0,1,0
20160411,主要幹道,堤頂大道,港墘路-中山高,往南,上午尖峰,3533.0,1,0
20160411,主要幹道,堤頂大道,港墘路-中山高,往南,下午尖峰,4092.0,1,0
20160411,主要幹道,堤頂大道,港墘路-中山高,往南,全日時段,20958.0,1,0
20160411,主要幹道,堤頂大道,基湖路-樂群一路,往北,上午尖峰,1909.75,1,0
20160411,主要幹道,堤頂大道,基湖路-樂群一路,往北,下午尖峰,1858.75,1,0
20160411,主要幹道,堤頂大道,基湖路-樂群一路,往北,全日時段,10996.5,1,0
20160411,主要幹道,堤頂大道,中山高-民權東路,往北,上午尖峰,4177.5,1,0
20160411,主要幹道,堤頂大道,中山高-民權東路,往北,下午尖峰,3410.0,1,0
20160411,主要幹道,堤頂大道,中山高-民權東路,往北,全日時段,22292.0,1,0
20160411,主要幹道,堤頂大道,中山高-民權東路,往南,上午尖峰,3949.0,1,0
20160411,主要幹道,堤頂大道,中山高-民權東路,往南,下午尖峰,4398.5,1,0
20160411,主要幹道,堤頂大道,中山高-民權東路,往南,全日時段,22971.5,1,0
20160411,主要幹道,堤頂大道,民權東路-南京東路,往北,上午尖峰,1343.0,1,0
20160411,主要幹道,堤頂大道,民權東路-南京東路,往北,下午尖峰,722.0,1,0
20160411,主要幹道,堤頂大道,民權東路-南京東路,往北,全日時段,4459.5,1,0
20160411,主要幹道,堤頂大道,民權東路-南京東路,往南,上午尖峰,1255.61016949,1,0
20160411,主要幹道,堤頂大道,民權東路-南京東路,往南,下午尖峰,1677.18867925,1,0
20160411,主要幹道,堤頂大道,民權東路-南京東路,往南,全日時段,6799.7212806,1,0
20160411,主要幹道,舊宗路,港墘路-堤頂交流道,往北,上午尖峰,2109.0,1,0
20160411,主要幹道,舊宗路,港墘路-堤頂交流道,往北,下午尖峰,1613.0,1,0
20160411,主要幹道,舊宗路,港墘路-堤頂交流道,往北,全日時段,10628.5,1,0
20160411,主要幹道,舊宗路,堤頂交流道-民權東路,往北,上午尖峰,779.5,1,0
20160411,主要幹道,舊宗路,堤頂交流道-民權東路,往北,下午尖峰,1128.28813559,1,0
20160411,主要幹道,舊宗路,堤頂交流道-民權東路,往北,全日時段,5004.63653484,1,0
20160411,主要幹道,舊宗路,堤頂交流道-民權東路,往南,上午尖峰,1106.46084101,1,0
20160411,主要幹道,舊宗路,堤頂交流道-民權東路,往南,下午尖峰,1313.33466499,1,0
20160411,主要幹道,舊宗路,堤頂交流道-民權東路,往南,全日時段,5903.27604156,1,0
20160411,主要幹道,舊宗路,民權東路-南京東路,往北,上午尖峰,2039.5,1,0
20160411,主要幹道,舊宗路,民權東路-南京東路,往北,下午尖峰,2468.58474576,1,0
20160411,主要幹道,舊宗路,民權東路-南京東路,往北,全日時段,15677.0,1,0
